filepath,filename,ext,size_bytes,width,height,aspect,is_readable
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_405.jpg,Image_405.jpg,.jpg,31541,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_406.jpg,Image_406.jpg,.jpg,118671,500,334,1.497,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_407.jpg,Image_407.jpg,.jpg,26683,240,240,1.0,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_408.jpg,Image_408.jpg,.jpg,38427,320,242,1.3223,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_409.jpg,Image_409.jpg,.jpg,48670,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_41.jpg,Image_41.jpg,.jpg,29802,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_410.jpg,Image_410.jpg,.jpg,138632,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_411.jpg,Image_411.jpg,.jpg,38504,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_412.jpg,Image_412.jpg,.jpg,39929,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_413.jpg,Image_413.jpg,.jpg,21910,320,252,1.2698,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_414.jpg,Image_414.jpg,.jpg,31654,320,213,1.5023,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_415.jpg,Image_415.jpg,.jpg,60496,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_416.jpg,Image_416.jpg,.jpg,116557,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_417.jpg,Image_417.jpg,.jpg,132587,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_418.jpg,Image_418.jpg,.jpg,53853,320,241,1.3278,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_419.jpg,Image_419.jpg,.jpg,33193,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_42.jpg,Image_42.jpg,.jpg,38806,320,246,1.3008,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_420.jpg,Image_420.jpg,.jpg,26667,320,249,1.2851,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_421.jpg,Image_421.jpg,.jpg,20660,320,228,1.4035,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_422.jpg,Image_422.jpg,.jpg,19466,180,240,0.75,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_423.jpg,Image_423.jpg,.jpg,22790,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_424.jpg,Image_424.jpg,.jpg,23651,240,239,1.0042,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_425.jpg,Image_425.jpg,.jpg,100727,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_426.jpg,Image_426.jpg,.jpg,76520,500,334,1.497,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_427.jpg,Image_427.jpg,.jpg,134995,500,318,1.5723,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_428.jpg,Image_428.jpg,.jpg,62692,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_429.jpg,Image_429.jpg,.jpg,28824,320,259,1.2355,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_43.jpg,Image_43.jpg,.jpg,16306,159,240,0.6625,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_430.jpg,Image_430.jpg,.jpg,52463,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_431.jpg,Image_431.jpg,.jpg,61318,320,287,1.115,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_432.jpg,Image_432.jpg,.jpg,43959,320,233,1.3734,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_433.jpg,Image_433.jpg,.jpg,17020,240,221,1.086,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_434.jpg,Image_434.jpg,.jpg,47560,500,271,1.845,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_435.jpg,Image_435.jpg,.jpg,27307,231,240,0.9625,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_436.jpg,Image_436.jpg,.jpg,81430,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_437.jpg,Image_437.jpg,.jpg,35921,500,331,1.5106,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_438.jpg,Image_438.jpg,.jpg,109843,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_439.jpg,Image_439.jpg,.jpg,39414,320,244,1.3115,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_44.jpg,Image_44.jpg,.jpg,70471,500,336,1.4881,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_440.jpg,Image_440.jpg,.jpg,65980,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_441.jpg,Image_441.jpg,.jpg,49108,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_442.jpg,Image_442.jpg,.jpg,111569,500,376,1.3298,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_443.jpg,Image_443.jpg,.jpg,66721,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_444.jpg,Image_444.jpg,.jpg,52527,320,213,1.5023,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_445.jpg,Image_445.jpg,.jpg,20479,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_446.jpg,Image_446.jpg,.jpg,45841,320,243,1.3169,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_447.jpg,Image_447.jpg,.jpg,61291,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_448.jpg,Image_448.jpg,.jpg,57236,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_449.jpg,Image_449.jpg,.jpg,81353,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_45.jpg,Image_45.jpg,.jpg,31263,240,240,1.0,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_450.jpg,Image_450.jpg,.jpg,23942,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_451.jpg,Image_451.jpg,.jpg,72186,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_452.jpg,Image_452.jpg,.jpg,30029,240,223,1.0762,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_453.jpg,Image_453.jpg,.jpg,26975,320,259,1.2355,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_454.jpg,Image_454.jpg,.jpg,22339,320,223,1.435,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_455.jpg,Image_455.jpg,.jpg,65157,500,332,1.506,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_456.jpg,Image_456.jpg,.jpg,101546,500,342,1.462,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_457.jpg,Image_457.jpg,.jpg,31410,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_458.jpg,Image_458.jpg,.jpg,42549,500,314,1.5924,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_459.jpg,Image_459.jpg,.jpg,106650,500,312,1.6026,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_46.jpg,Image_46.jpg,.jpg,36704,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_460.jpg,Image_460.jpg,.jpg,118347,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_461.jpg,Image_461.jpg,.jpg,43182,320,213,1.5023,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_462.jpg,Image_462.jpg,.jpg,37235,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_463.jpg,Image_463.jpg,.jpg,89393,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_464.jpg,Image_464.jpg,.jpg,24797,240,223,1.0762,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_465.jpg,Image_465.jpg,.jpg,28350,240,225,1.0667,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_466.jpg,Image_466.jpg,.jpg,39376,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_467.jpg,Image_467.jpg,.jpg,41741,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_468.jpg,Image_468.jpg,.jpg,22726,240,240,1.0,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_469.jpg,Image_469.jpg,.jpg,60948,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_47.jpg,Image_47.jpg,.jpg,121177,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_470.jpg,Image_470.jpg,.jpg,55666,320,213,1.5023,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_471.jpg,Image_471.jpg,.jpg,80443,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_472.jpg,Image_472.jpg,.jpg,77013,320,239,1.3389,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_473.jpg,Image_473.jpg,.jpg,62937,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_474.jpg,Image_474.jpg,.jpg,21225,320,213,1.5023,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_475.jpg,Image_475.jpg,.jpg,54601,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_476.jpg,Image_476.jpg,.jpg,22970,320,212,1.5094,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_477.jpg,Image_477.jpg,.jpg,65703,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_478.jpg,Image_478.jpg,.jpg,68064,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_479.jpg,Image_479.jpg,.jpg,58584,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_48.jpg,Image_48.jpg,.jpg,116882,500,312,1.6026,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_480.jpg,Image_480.jpg,.jpg,54532,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_481.jpg,Image_481.jpg,.jpg,21838,179,240,0.7458,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_482.jpg,Image_482.jpg,.jpg,73137,500,331,1.5106,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_483.jpg,Image_483.jpg,.jpg,40738,500,332,1.506,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_484.jpg,Image_484.jpg,.jpg,157211,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_485.jpg,Image_485.jpg,.jpg,62511,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_486.jpg,Image_486.jpg,.jpg,61868,500,332,1.506,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_487.jpg,Image_487.jpg,.jpg,29491,180,240,0.75,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_488.jpg,Image_488.jpg,.jpg,20329,180,240,0.75,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_489.jpg,Image_489.jpg,.jpg,74058,500,332,1.506,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_49.jpg,Image_49.jpg,.jpg,112392,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_490.jpg,Image_490.jpg,.jpg,139568,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_491.jpg,Image_491.jpg,.jpg,44742,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_492.jpg,Image_492.jpg,.jpg,61500,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_493.jpg,Image_493.jpg,.jpg,141760,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_494.jpg,Image_494.jpg,.jpg,57364,320,239,1.3389,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_495.jpg,Image_495.jpg,.jpg,52388,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_496.jpg,Image_496.jpg,.jpg,46285,500,344,1.4535,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_497.jpg,Image_497.jpg,.jpg,19689,240,214,1.1215,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_498.jpg,Image_498.jpg,.jpg,90153,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_499.jpg,Image_499.jpg,.jpg,42035,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_5.jpg,Image_5.jpg,.jpg,93737,500,392,1.2755,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_50.jpg,Image_50.jpg,.jpg,96070,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_500.jpg,Image_500.jpg,.jpg,25923,240,213,1.1268,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_51.jpg,Image_51.jpg,.jpg,16622,180,240,0.75,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_52.jpg,Image_52.jpg,.jpg,37199,320,225,1.4222,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_53.jpg,Image_53.jpg,.jpg,98535,500,325,1.5385,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_54.jpg,Image_54.jpg,.jpg,120854,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_55.jpg,Image_55.jpg,.jpg,37636,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_56.jpg,Image_56.jpg,.jpg,30515,465,288,1.6146,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_57.jpg,Image_57.jpg,.jpg,27660,180,240,0.75,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_58.jpg,Image_58.jpg,.jpg,59822,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_59.jpg,Image_59.jpg,.jpg,55233,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_6.jpg,Image_6.jpg,.jpg,38748,320,211,1.5166,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_60.jpg,Image_60.jpg,.jpg,60069,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_61.jpg,Image_61.jpg,.jpg,81766,500,428,1.1682,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_62.jpg,Image_62.jpg,.jpg,62613,500,334,1.497,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_63.jpg,Image_63.jpg,.jpg,30211,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_64.jpg,Image_64.jpg,.jpg,48453,320,277,1.1552,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_65.jpg,Image_65.jpg,.jpg,107993,500,376,1.3298,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_66.jpg,Image_66.jpg,.jpg,35096,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_67.jpg,Image_67.jpg,.jpg,31199,199,240,0.8292,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_68.jpg,Image_68.jpg,.jpg,49680,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_69.jpg,Image_69.jpg,.jpg,30460,320,213,1.5023,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_7.jpg,Image_7.jpg,.jpg,32446,320,229,1.3974,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_70.jpg,Image_70.jpg,.jpg,26449,320,236,1.3559,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_71.jpg,Image_71.jpg,.jpg,113493,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_72.jpg,Image_72.jpg,.jpg,23750,320,278,1.1511,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_73.jpg,Image_73.jpg,.jpg,46229,500,388,1.2887,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_74.jpg,Image_74.jpg,.jpg,30647,180,240,0.75,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_75.jpg,Image_75.jpg,.jpg,46454,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_76.jpg,Image_76.jpg,.jpg,144875,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_77.jpg,Image_77.jpg,.jpg,16428,172,240,0.7167,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_78.jpg,Image_78.jpg,.jpg,19862,240,215,1.1163,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_79.jpg,Image_79.jpg,.jpg,99433,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_8.jpg,Image_8.jpg,.jpg,75061,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_80.jpg,Image_80.jpg,.jpg,48030,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_81.jpg,Image_81.jpg,.jpg,15668,180,240,0.75,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_82.jpg,Image_82.jpg,.jpg,55534,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_83.jpg,Image_83.jpg,.jpg,75452,500,281,1.7794,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_84.jpg,Image_84.jpg,.jpg,50624,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_85.jpg,Image_85.jpg,.jpg,46132,500,334,1.497,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_86.jpg,Image_86.jpg,.jpg,19948,240,238,1.0084,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_87.jpg,Image_87.jpg,.jpg,52389,320,230,1.3913,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_88.jpg,Image_88.jpg,.jpg,25141,320,225,1.4222,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_89.jpg,Image_89.jpg,.jpg,89198,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_9.jpg,Image_9.jpg,.jpg,24467,159,240,0.6625,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_90.jpg,Image_90.jpg,.jpg,70043,500,281,1.7794,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_91.jpg,Image_91.jpg,.jpg,58139,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_92.jpg,Image_92.jpg,.jpg,54477,320,225,1.4222,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_922.jpg,Image_922.jpg,.jpg,111714,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_923.jpg,Image_923.jpg,.jpg,25287,240,240,1.0,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_924.jpg,Image_924.jpg,.jpg,25619,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_93.jpg,Image_93.jpg,.jpg,45931,500,313,1.5974,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_94.jpg,Image_94.jpg,.jpg,53524,320,213,1.5023,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_95.jpg,Image_95.jpg,.jpg,40284,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_96.jpg,Image_96.jpg,.jpg,24913,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_97.jpg,Image_97.jpg,.jpg,33494,320,229,1.3974,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_98.jpg,Image_98.jpg,.jpg,100042,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_99.jpg,Image_99.jpg,.jpg,49647,320,240,1.3333,True
